RecordID,LotRoadFrontageSF,LotAreaSF,OverallQuality,OverallCondition,Age,BasementFinishedSF,BasementUnfinishedSF,TotalBasementSF,CentralAir,FirstFloorSF,SecondFloorSF,LowQualityFinishedSF,TotalLivingAreaSF,FullBath,HalfBath,BedroomAbvGround,KitchenAbvGround,TotalRoomsAbvGround,Fireplaces,GarageType,GarageCars,GarageSF,WoodDeckSF,TotalPorchSF,SalePrice
230,0,20062,7,7,33,1092,328,1420,Y,1483,0,0,1483,1,1,1,1,4,2,Attached,2,690,496,0,270000
231,94,9259,4,4,83,0,660,660,N,756,0,0,756,1,0,2,1,4,0,Detached,2,440,80,0,85000
232,60,9600,4,7,60,442,625,1067,Y,1067,0,0,1067,2,0,2,1,4,0,Attached,2,436,290,0,128000
233,0,23595,7,6,31,1258,74,1332,Y,1332,192,0,1524,0,1,0,1,4,1,Attached,2,586,268,0,260000
234,0,17082,6,5,32,964,153,1117,Y,1117,864,0,1981,2,1,4,1,8,1,Attached,2,522,336,104,230000
235,124,18600,3,4,72,972,0,972,Y,1052,558,0,1610,2,0,4,1,8,1,Attached,1,480,0,60,124000
236,85,10625,5,5,90,108,350,458,N,835,0,0,835,1,0,2,1,5,0,Attached,1,366,0,77,83000
237,65,11479,6,7,60,491,172,663,Y,1074,0,0,1074,1,0,3,1,6,1,Attached,1,467,0,104,144500
238,68,9571,5,6,54,739,405,1144,Y,1144,0,0,1144,1,0,3,1,6,0,Attached,1,596,44,0,129000
239,50,9350,4,6,63,192,564,756,Y,1169,0,362,1531,1,0,3,1,8,1,Detached,1,209,0,0,127000
240,75,9525,5,7,56,954,218,1172,Y,1172,0,0,1172,1,0,3,1,5,0,Attached,1,366,240,0,128000
241,83,10420,6,5,1,36,1176,1212,Y,1212,0,0,1212,2,0,3,1,6,0,Attached,2,460,100,22,186000
242,44,17485,7,5,1,1346,162,1508,Y,1508,0,0,1508,1,0,1,1,5,2,Attached,2,572,0,0,308030
243,0,11200,5,3,46,0,1250,1250,Y,1298,0,0,1298,2,0,3,1,5,0,Detached,2,504,0,144,114000
244,60,11100,4,7,64,0,0,0,Y,930,0,0,930,1,0,2,1,6,0,Detached,1,308,0,0,84900
245,77,9206,6,5,25,0,741,741,Y,977,755,0,1732,2,1,3,1,7,1,Attached,2,476,192,46,178000
246,83,11980,7,5,23,1433,0,1433,Y,1433,0,0,1433,1,1,1,1,4,2,Attached,2,528,0,544,270000
247,87,12361,6,7,17,860,86,946,Y,964,838,0,1802,2,1,3,1,8,1,Attached,4,1017,450,92,218000
248,80,9938,7,5,17,750,300,1050,Y,1062,887,0,1949,2,1,3,1,8,1,Attached,2,574,156,90,236000
249,73,9069,6,6,18,747,189,936,Y,996,0,0,996,1,0,2,1,5,0,Attached,2,564,120,0,147000
250,64,10475,8,5,2,0,1694,1694,Y,1694,0,0,1694,2,0,3,1,7,0,Attached,3,776,160,33,245350
251,64,6762,7,5,4,686,501,1187,Y,1208,0,0,1208,2,0,2,1,6,0,Attached,2,632,105,61,206000
252,94,10402,7,5,1,0,1226,1226,Y,1226,0,0,1226,2,0,3,1,6,0,Attached,3,740,0,36,198900
253,64,7360,7,5,0,24,1198,1222,Y,1222,0,0,1222,2,0,2,1,6,0,Attached,2,615,0,54,187000
254,90,12376,7,5,20,1470,203,1673,Y,1699,1523,0,3222,3,0,5,1,11,2,Attached,3,594,367,0,320000
255,82,14235,6,8,110,0,676,676,Y,831,614,0,1445,2,0,3,1,6,0,Detached,2,484,0,59,138500
256,80,8816,6,7,39,504,506,1010,Y,1052,0,0,1052,1,0,3,1,6,0,Attached,2,440,0,0,155000
257,82,11105,5,5,14,870,0,870,Y,965,0,0,965,1,0,2,1,4,0,Attached,2,580,71,0,159000
258,0,9337,7,5,13,353,525,878,Y,892,800,0,1692,2,1,3,1,8,1,Attached,2,513,0,39,191000
259,70,8750,6,5,12,505,299,804,Y,804,878,0,1682,2,1,3,1,7,0,Attached,2,523,0,77,200500
260,38,15240,5,8,33,886,140,1026,Y,1026,0,0,1026,1,1,3,1,5,0,Attached,1,308,316,85,150000
261,0,10900,6,7,33,378,311,689,Y,689,703,0,1392,1,1,3,1,6,0,Attached,1,299,0,36,161750
262,75,10650,5,6,34,894,0,894,Y,894,0,0,894,1,0,3,1,5,0,Attached,1,308,365,0,128200
263,68,7480,5,6,38,480,396,876,Y,876,0,0,876,1,0,3,1,5,0,Detached,2,484,0,0,127000
264,80,10389,8,5,7,1682,296,1978,Y,1978,0,0,1978,2,1,3,1,8,1,Attached,3,850,188,25,318000
265,0,11423,8,5,9,1358,223,1581,Y,1601,0,0,1601,2,0,3,1,6,1,Attached,2,670,180,0,272000
266,44,9548,7,6,7,483,458,941,Y,941,888,0,1829,2,1,3,1,7,1,Attached,2,613,192,39,237000
267,75,9375,7,5,13,0,1040,1040,Y,1044,1054,0,2098,2,1,4,1,9,1,Attached,2,621,331,38,240000
268,48,12137,7,5,12,0,1649,1649,Y,1661,0,0,1661,2,0,3,1,6,0,Attached,2,598,0,34,224900
269,0,4435,6,5,7,672,176,848,Y,848,0,0,848,1,0,1,1,4,0,Attached,2,420,140,0,143750
270,0,4426,6,5,6,662,186,848,Y,848,0,0,848,1,0,1,1,3,0,Attached,2,420,160,0,143000
271,48,10635,8,5,7,1342,315,1657,Y,1668,0,0,1668,2,0,3,1,8,1,Attached,2,502,0,262,232000
272,70,8400,7,5,6,712,761,1473,Y,1484,0,0,1484,2,0,3,1,7,0,Attached,2,606,0,35,213000
273,65,8773,7,5,6,24,1390,1414,Y,1414,0,0,1414,2,0,3,1,6,0,Attached,2,494,132,105,185500
274,67,8777,3,6,65,0,0,0,N,640,0,0,640,1,0,2,1,5,0,Detached,1,240,0,0,84900
275,68,8842,5,6,56,0,381,381,Y,992,0,0,992,1,0,3,1,6,0,Detached,1,319,60,56,155891
276,75,9825,5,5,45,0,0,0,N,1664,0,0,1664,2,0,4,2,8,0,None,0,0,0,0,100000
277,60,10044,5,6,42,1070,126,1196,Y,1196,0,0,1196,1,0,3,1,6,0,Attached,1,336,257,168,144000
278,89,11792,4,5,62,0,744,744,N,792,328,0,1120,1,0,2,1,5,0,Detached,2,480,0,160,64000
279,65,6305,6,6,35,528,480,1008,Y,1096,0,0,1096,1,0,3,1,5,1,Detached,1,352,0,0,125200
280,94,7819,6,5,34,549,480,1029,Y,1117,0,0,1117,1,0,3,1,6,1,Detached,2,672,144,0,107000
281,64,6410,4,5,52,0,960,960,Y,960,0,0,960,1,0,3,1,5,0,None,0,0,0,0,90000
282,80,8546,4,5,7,0,1121,1121,Y,1121,0,0,1121,2,0,2,1,5,0,Attached,2,440,132,64,140000
283,52,8741,6,4,65,94,641,735,Y,798,689,0,1487,1,1,3,1,7,1,Detached,1,220,0,140,113000
284,60,12180,4,4,69,348,324,672,N,672,252,0,924,1,0,2,1,5,0,Detached,1,280,0,0,80000
285,68,8562,5,6,53,383,833,1216,Y,1526,0,0,1526,1,0,4,1,7,1,Attached,1,364,116,78,144500
286,67,4853,5,6,86,133,974,1107,N,1296,0,0,1296,2,0,2,1,5,1,Detached,1,260,0,36,104000
287,66,6858,6,4,95,0,806,806,N,841,806,0,1647,1,1,4,1,6,0,Detached,1,216,0,202,128000
288,45,8212,3,3,96,203,661,864,N,864,0,0,864,1,0,2,1,5,0,Detached,1,200,0,96,58500
289,50,5000,5,6,86,218,808,1026,Y,1026,665,0,1691,2,0,3,1,6,1,Detached,1,308,0,242,127000
290,0,7890,6,6,71,238,618,856,Y,856,0,0,856,1,0,2,1,4,1,Detached,2,399,0,166,126000
291,60,7200,4,6,43,0,0,0,Y,862,1788,0,2650,3,0,6,2,10,0,None,0,0,0,0,160000
292,51,9839,5,2,79,0,894,894,Y,894,772,0,1666,1,0,3,1,7,1,None,0,0,0,156,100000
293,50,9638,6,7,91,0,804,804,Y,1699,748,0,2447,2,0,4,1,10,1,Detached,1,336,272,158,169000
294,78,10452,7,6,69,678,850,1528,Y,1225,908,0,2133,1,1,4,1,8,2,Attached,1,312,0,86,257500
295,78,15600,5,6,60,375,657,1032,Y,1102,1075,0,2177,2,1,5,2,11,0,Detached,2,484,0,0,215000
296,66,9042,7,9,69,275,877,1152,Y,1188,1152,0,2340,2,0,4,1,9,2,Attached,1,252,0,60,266500
297,100,17500,7,8,51,1406,496,1902,Y,1902,0,0,1902,2,0,3,1,7,2,Attached,2,567,0,369,335000
298,85,19645,7,6,16,343,80,423,Y,896,756,0,1652,2,1,3,1,6,0,Attached,2,473,0,0,203135
299,35,3907,8,6,21,747,235,982,Y,1034,0,0,1034,1,0,1,1,4,1,Attached,2,598,141,36,185000
300,35,3907,8,5,21,76,1115,1191,Y,1191,0,0,1191,2,0,2,1,5,1,Attached,2,531,112,81,162500
301,100,15602,7,8,51,1247,254,1501,Y,1801,0,0,1801,2,0,1,1,6,2,Attached,2,484,0,215,289000
302,40,5436,4,8,88,735,61,796,Y,796,358,0,1154,1,0,3,1,7,0,Detached,1,240,0,96,125500
303,58,8154,2,5,69,480,0,480,Y,540,0,0,540,1,0,1,1,4,0,Detached,1,200,0,0,82000
304,50,9140,6,5,89,308,321,629,Y,727,380,0,1107,1,0,2,1,5,0,Detached,1,625,0,256,110000
305,60,7500,4,4,90,0,698,698,Y,698,430,0,1128,1,0,2,1,6,0,Detached,2,528,30,164,68400
306,66,8712,4,7,110,0,859,859,Y,859,319,0,1178,1,0,2,1,7,0,Detached,1,384,68,98,102776
307,66,8712,5,5,58,0,540,540,N,1044,0,0,1044,1,0,2,1,4,0,Attached,2,504,0,0,55993
308,66,8712,4,7,114,0,756,756,Y,952,0,0,952,1,0,3,1,5,0,Detached,1,330,0,265,50138
309,44,3811,8,5,6,1373,221,1594,Y,1646,0,0,1646,2,0,2,1,5,1,Attached,2,525,128,208,246000
310,85,11050,8,5,12,615,434,1049,Y,1036,880,0,1916,2,1,3,1,8,1,Attached,3,741,0,70,254900
311,74,9620,6,7,33,679,564,1243,Y,1285,0,0,1285,2,0,3,1,6,1,Attached,2,473,375,26,190000
312,129,9196,7,5,7,0,1560,1560,Y,1560,0,0,1560,2,0,3,1,7,0,Attached,2,573,100,150,201000
313,0,12328,6,5,34,539,473,1012,Y,1034,0,0,1034,1,0,3,1,6,0,Attached,3,888,0,0,169900
314,0,12760,6,5,34,0,1958,1958,Y,2048,0,0,2048,3,0,5,2,9,0,Attached,2,776,0,0,170000
315,0,57200,5,5,62,687,60,747,Y,1687,0,0,1687,1,0,3,1,7,2,Detached,2,572,0,50,160000
316,88,11896,7,5,2,78,1258,1336,Y,1346,0,0,1346,2,0,3,1,6,1,Attached,3,660,100,48,220000
317,73,9803,7,5,1,0,1214,1214,Y,1214,0,0,1214,2,0,2,1,6,0,Attached,2,520,0,25,179781
318,73,9802,5,5,4,0,384,384,Y,744,700,0,1444,2,1,3,1,7,0,Attached,2,400,100,0,174000
319,92,12003,8,5,1,0,774,774,Y,774,1194,0,1968,2,1,4,1,8,1,Attached,3,680,0,75,269500
320,80,11316,7,5,8,624,193,817,Y,824,1070,0,1894,2,1,4,1,8,1,Attached,2,510,0,40,214900
321,85,14191,8,5,8,0,967,967,Y,993,915,0,1908,2,1,4,1,9,0,Attached,2,431,135,0,202900
322,89,13214,9,5,2,0,2002,2002,Y,2018,0,0,2018,2,0,3,1,10,1,Attached,3,746,144,76,378500
323,85,15300,5,5,45,42,1026,1068,Y,1264,0,0,1264,1,0,2,1,7,1,Attached,2,528,0,0,169000
324,93,10114,5,5,6,0,1430,1430,Y,1430,0,0,1430,2,0,3,1,7,0,Attached,2,624,0,0,173500
325,94,9400,6,5,39,0,912,912,Y,912,912,0,1824,2,2,4,2,8,0,None,0,0,128,0,139000
326,0,11875,5,5,11,0,1344,1344,Y,1344,0,0,1344,2,0,3,1,7,1,Attached,2,686,328,0,166500
327,0,1974,4,5,37,334,212,546,Y,546,546,0,1092,1,1,3,1,6,0,Attached,1,286,120,96,83500
328,31,2394,5,6,37,915,30,945,Y,945,0,0,945,1,0,2,1,5,1,Attached,1,253,174,164,119500
329,36,2592,5,3,34,361,175,536,Y,536,576,0,1112,1,1,3,1,4,0,Attached,1,336,182,0,85000
330,21,1476,4,7,40,176,370,546,Y,546,546,0,1092,1,1,3,1,5,0,None,0,0,200,26,76000
331,21,1491,4,6,38,630,0,630,Y,630,0,0,630,1,0,1,1,3,0,None,0,0,96,24,75500
332,21,1900,4,4,40,0,546,546,Y,546,546,0,1092,1,1,3,1,5,0,None,0,0,0,0,88250
333,21,1890,4,6,38,294,252,546,Y,546,546,0,1092,1,1,3,1,5,0,Attached,1,286,0,64,85500
334,50,6953,5,7,39,469,395,864,Y,874,0,0,874,1,0,3,1,5,0,Detached,1,352,0,0,130000
335,0,26142,5,7,48,593,595,1188,Y,1188,0,0,1188,1,0,3,1,6,0,Attached,1,312,261,39,157900
336,76,12887,5,7,26,797,36,833,Y,833,0,0,833,1,0,2,1,5,0,Attached,2,495,431,0,149900
337,70,7700,5,2,25,0,1216,1216,Y,1216,1216,0,2432,4,2,4,2,10,0,Attached,2,616,200,0,159000
338,63,10475,5,5,19,458,166,624,Y,624,650,0,1274,1,1,3,1,6,0,Detached,2,576,22,0,136000
339,68,10544,5,5,41,476,388,864,Y,864,615,0,1479,2,0,5,1,8,0,Attached,1,275,287,280,161000
340,76,9892,8,5,16,1625,54,1679,Y,1803,0,0,1803,2,1,3,1,6,2,Attached,2,482,129,286,285000
341,74,12961,6,5,17,944,208,1152,Y,1152,645,0,1797,2,1,3,1,7,1,Attached,2,616,162,312,231000
342,74,13008,6,5,54,564,318,882,Y,882,0,0,882,1,0,2,1,5,0,Attached,1,502,0,0,124500
343,85,10200,6,5,36,844,590,1434,Y,1434,0,0,1434,2,0,4,1,7,1,Attached,2,528,80,21,157000
344,75,13860,8,7,38,1410,542,1952,Y,2000,704,0,2704,2,1,4,1,9,3,Attached,2,538,269,111,345000
345,88,10179,6,5,13,847,98,945,Y,945,663,0,1608,2,1,3,1,7,1,Attached,2,470,252,30,189500
346,0,11792,8,5,7,850,158,1008,Y,1008,1275,0,2283,2,1,4,1,9,1,Attached,3,632,120,46,270000
347,60,8400,7,5,14,284,100,384,Y,958,670,0,1628,2,1,3,1,7,1,Attached,2,390,48,72,189000
348,42,14892,9,5,4,1320,426,1746,Y,1746,0,0,1746,2,0,3,1,7,2,Attached,3,758,201,39,377500
349,0,8530,7,5,15,0,384,384,Y,804,670,0,1474,2,1,3,1,7,1,Attached,2,400,120,72,168500
350,28,7296,8,5,6,1965,243,2208,Y,2522,0,0,2522,2,0,1,1,8,1,Attached,2,564,182,57,375000
351,40,5664,8,5,10,1158,343,1501,Y,1659,0,0,1659,2,0,2,1,5,1,Attached,2,499,212,59,278000
352,61,7380,8,5,12,341,1077,1418,Y,1478,0,0,1478,2,0,2,1,5,0,Attached,2,495,168,43,240000
353,57,8013,8,5,15,741,846,1587,Y,1734,0,0,1734,2,0,2,1,6,0,Attached,2,528,52,50,239500
354,57,8923,7,5,12,189,195,384,Y,751,631,0,1382,2,1,3,1,7,1,Attached,2,396,256,0,177500
355,74,10141,7,5,12,0,832,832,Y,885,833,0,1718,2,1,3,1,7,1,Attached,2,427,0,385,185000
356,60,7500,6,5,12,476,476,952,Y,952,684,0,1636,2,1,3,1,7,1,Attached,2,440,0,84,191000
357,59,7837,6,7,17,0,799,799,Y,799,772,0,1571,2,1,3,1,7,1,Attached,2,380,0,40,178000
358,0,9765,6,8,17,310,370,680,Y,680,790,0,1470,2,1,3,1,6,1,Attached,2,420,232,63,185000
359,0,8803,6,5,16,600,107,707,Y,707,809,0,1516,2,1,3,1,7,1,Attached,2,409,0,46,181316
360,58,7250,6,5,17,0,1181,1181,Y,1190,0,0,1190,2,0,3,1,6,1,Attached,2,430,0,21,166000
361,0,9636,6,5,18,0,808,808,Y,808,785,0,1593,2,1,3,1,7,1,Attached,2,389,342,40,178000
362,65,8125,6,5,16,0,702,702,Y,702,779,0,1481,2,1,3,1,6,1,Attached,2,343,0,36,174000
363,0,9248,6,6,18,560,598,1158,Y,1167,0,0,1167,2,0,3,1,6,0,Attached,2,400,120,26,173000
364,0,10762,7,5,11,694,284,978,Y,1005,978,0,1983,2,1,3,1,9,1,Attached,2,490,0,0,225000
365,99,11851,7,5,20,0,1424,1424,Y,1442,0,0,1442,2,0,3,1,5,0,Attached,2,500,0,34,180500
366,0,5814,8,5,26,1036,184,1220,Y,1360,0,0,1360,1,0,1,1,4,1,Attached,2,565,63,0,187500
367,63,17423,9,5,2,1904,312,2216,Y,2234,0,0,2234,2,0,1,1,9,1,Attached,3,1166,0,60,501837
368,80,11844,8,5,2,0,2046,2046,Y,2046,0,0,2046,2,1,3,1,7,1,Attached,3,834,322,82,372500
369,124,16158,7,5,5,1274,256,1530,Y,1530,0,0,1530,2,0,3,1,7,1,Attached,2,430,168,36,260000
370,85,11900,5,6,33,400,722,1122,Y,946,988,0,1934,2,1,3,1,6,1,Attached,2,567,0,376,185000
371,94,13005,7,7,30,692,153,845,Y,1153,1200,0,2353,2,1,4,1,10,1,Attached,2,484,288,195,260000
372,48,17043,6,5,31,0,1362,1362,Y,1586,0,0,1586,2,0,3,1,7,1,Attached,2,435,192,0,181000
373,85,11900,7,5,33,822,564,1386,Y,1411,0,0,1411,2,0,3,1,6,1,Attached,2,544,192,0,82500
374,0,16635,6,7,33,1246,356,1602,Y,1602,0,0,1602,2,0,3,1,8,1,Attached,2,529,240,0,215000
375,0,13250,7,6,32,0,832,832,Y,1154,896,0,2050,2,1,4,1,8,1,Attached,2,529,192,192,154000
376,80,10928,6,6,32,363,1064,1427,Y,1671,0,0,1671,2,0,3,1,7,1,Attached,2,484,252,55,200000
377,0,12388,7,7,30,602,441,1043,Y,1539,1134,0,2673,2,1,4,1,9,1,Attached,2,441,178,84,249000
378,0,14115,7,5,30,1036,336,1372,Y,1472,0,0,1472,2,0,3,1,6,2,Attached,2,588,233,48,187500
379,80,11088,6,5,32,832,308,1140,Y,1707,0,0,1707,2,0,3,1,7,1,Attached,2,479,0,0,184000
380,80,9600,8,5,29,1104,1420,2524,Y,2524,0,0,2524,2,1,4,1,9,1,Attached,2,542,474,120,278000
381,82,11880,7,5,32,704,567,1271,Y,1601,0,0,1601,2,0,3,1,7,1,Attached,2,478,0,0,157000
382,80,10400,7,5,34,0,1090,1090,Y,1370,0,0,1370,2,0,3,1,6,1,Attached,2,479,0,0,152000
383,0,10304,5,7,34,381,399,780,Y,1088,780,0,1868,2,1,4,1,9,1,Attached,2,484,448,96,197500
384,70,7000,7,5,7,622,304,926,Y,1016,868,0,1884,2,1,3,1,7,1,Attached,2,581,0,35,240900
385,75,8004,8,5,1,544,288,832,Y,832,1103,0,1935,2,1,3,1,8,0,Attached,2,552,0,150,263435
386,0,7500,8,5,10,0,1058,1058,Y,1058,816,0,1874,2,1,3,1,7,1,Attached,2,588,0,134,220000
387,0,8470,8,5,8,501,471,972,Y,972,839,0,1811,2,1,3,1,7,1,Attached,2,565,225,48,235000
388,0,9373,5,7,35,1501,120,1621,Y,1621,0,0,1621,2,0,3,1,7,2,Attached,2,478,0,490,213000
389,78,10140,6,6,36,888,228,1116,Y,1116,0,0,1116,2,0,3,1,6,1,Attached,2,528,0,0,167900
390,85,11050,7,5,35,636,540,1176,Y,1193,0,0,1193,2,0,3,1,5,1,Attached,2,506,40,0,158000
391,78,10140,6,5,36,0,1064,1064,Y,1350,0,0,1350,2,0,3,1,7,1,Attached,2,478,0,0,165000
392,0,10448,6,6,38,0,689,689,Y,1378,741,0,2119,2,1,3,1,7,1,Attached,2,583,0,104,158000
393,60,9000,5,5,36,0,896,896,Y,896,896,0,1792,2,2,4,2,8,0,None,0,0,32,45,136000
394,0,8750,5,6,40,828,174,1002,Y,1002,0,0,1002,1,0,3,1,5,0,Detached,2,902,0,0,148500
395,61,7930,6,8,41,911,115,1026,Y,1026,0,0,1026,1,0,3,1,5,0,Detached,2,440,171,48,156000
396,0,7830,5,5,40,0,1180,1180,Y,1180,0,0,1180,1,1,2,1,6,0,Attached,2,477,0,45,128000
397,0,8510,5,7,39,500,543,1043,Y,1050,0,0,1050,1,1,3,1,6,0,Attached,1,336,0,0,143000
398,60,7038,4,6,40,726,138,864,Y,864,0,0,864,1,0,3,1,5,0,Detached,2,576,210,0,76500
399,60,6960,4,6,40,614,250,864,Y,864,0,0,864,1,0,3,1,5,0,Detached,2,660,96,0,120500
400,70,8120,4,7,40,191,673,864,Y,864,0,0,864,1,0,3,1,5,0,Detached,2,463,0,0,124500
401,70,10500,4,6,39,704,160,864,Y,864,0,0,864,1,0,2,1,4,0,Detached,2,576,216,0,97000
402,60,9000,4,7,39,240,624,864,Y,864,0,0,864,1,0,3,1,5,0,Detached,2,576,200,0,130000
403,21,1680,6,5,37,254,229,483,Y,483,504,0,987,1,1,2,1,5,0,Detached,1,264,0,0,111000
404,24,2368,5,6,40,765,0,765,Y,765,600,0,1365,1,1,3,1,7,0,Attached,2,440,0,36,125000
405,21,1680,5,5,39,0,630,630,Y,630,672,0,1302,2,1,3,1,6,0,Detached,1,280,0,0,112000
406,21,1680,6,6,38,404,79,483,Y,483,504,0,987,1,1,2,1,5,0,Detached,1,288,0,0,97000
407,21,1680,6,8,38,162,321,483,Y,483,504,0,987,1,1,2,1,5,0,Detached,1,264,250,0,118000
408,21,1680,5,7,38,231,399,630,Y,630,672,0,1302,2,1,3,1,6,0,Detached,1,264,185,0,119500
409,0,4928,6,6,34,958,0,958,Y,958,0,0,958,2,0,2,1,5,0,Attached,2,440,0,60,143750
410,24,2308,6,5,34,306,498,804,Y,804,744,0,1548,2,1,3,1,7,1,Detached,2,440,108,0,146000
411,24,2280,6,6,34,566,289,855,Y,855,601,0,1456,2,1,3,1,7,1,Attached,2,440,87,0,148500
412,24,2280,7,5,35,1057,0,1057,Y,1055,0,0,1055,2,0,2,1,4,1,Attached,2,440,0,27,123000
413,24,2308,6,5,36,752,103,855,Y,855,467,0,1322,2,1,3,1,6,1,Attached,2,440,260,0,147000
414,24,2349,6,5,33,389,466,855,Y,855,601,0,1456,2,1,3,1,6,1,Attached,2,440,0,28,137900
415,24,2364,6,5,32,320,484,804,Y,804,744,0,1548,2,1,3,1,7,1,Detached,2,440,108,0,147000
416,24,2289,6,6,32,311,544,855,Y,855,586,0,1441,2,1,3,1,7,1,Attached,2,440,28,0,148500
417,24,2364,6,5,32,279,576,855,Y,855,601,0,1456,2,1,3,1,6,1,Attached,2,440,147,0,138000
418,24,2104,7,6,34,536,300,836,Y,836,0,0,836,1,0,2,1,5,0,Attached,1,345,150,20,128500
419,65,7150,5,5,43,432,460,892,Y,892,0,0,892,1,0,3,1,5,0,Attached,1,288,0,0,100000
420,0,10710,5,7,44,644,220,864,Y,1120,0,0,1120,1,0,3,1,5,1,Attached,2,656,0,162,148800
421,96,12456,10,5,4,1172,528,1700,Y,1718,0,0,1718,2,0,3,1,7,1,Attached,3,786,216,48,337500
422,110,14257,9,5,3,1360,416,1776,Y,1794,978,0,2772,3,1,4,1,10,3,Attached,3,754,135,64,462000
423,104,13518,9,5,2,0,1926,1926,Y,1966,1174,0,3140,3,1,4,1,11,2,Attached,3,820,144,78,485000
424,105,15431,10,5,2,2306,788,3094,Y,2402,0,0,2402,2,0,2,1,10,2,Attached,3,672,0,242,555000
425,108,13173,9,5,4,1572,80,1652,Y,1652,0,0,1652,2,0,2,1,6,2,Attached,2,840,404,102,325000
426,110,14230,8,5,3,0,1566,1566,Y,1600,0,0,1600,2,0,3,1,7,1,Attached,3,890,0,56,256300
427,98,12704,8,5,2,0,2042,2042,Y,2042,0,0,2042,2,1,3,1,8,1,Attached,3,1390,0,90,253293
428,95,12350,9,5,1,986,379,1365,Y,1365,1325,0,2690,2,1,3,1,8,1,Attached,3,864,0,197,398800
429,96,11308,9,5,2,936,168,1104,Y,1130,1054,0,2184,2,1,3,1,10,1,Attached,3,836,0,102,335000
430,95,12350,9,5,2,1232,788,2020,Y,2020,0,0,2020,2,0,3,1,7,1,Attached,3,896,192,98,404000
431,94,12220,10,5,1,1436,570,2006,Y,2020,0,0,2020,2,1,3,1,9,1,Attached,3,900,156,54,402861
432,97,13478,10,5,2,1338,384,1722,Y,1728,568,0,2296,2,1,3,1,10,1,Attached,3,842,382,274,451950
433,105,13693,10,5,3,2288,342,2630,Y,2674,0,0,2674,2,1,2,1,8,2,Attached,3,762,360,50,610000
434,107,13891,9,5,2,0,1734,1734,Y,1734,1088,0,2822,3,1,4,1,12,1,Attached,3,1020,52,362,582933
435,95,11578,9,5,2,0,1736,1736,Y,1736,0,0,1736,2,0,3,1,7,1,Attached,3,834,319,90,360000
436,129,16870,8,5,6,1531,251,1782,Y,1782,0,0,1782,2,0,3,1,7,2,Attached,3,932,99,82,296000
437,59,23303,8,5,3,1230,278,1508,Y,1508,1012,0,2520,2,1,5,1,10,1,Attached,3,640,192,273,409900
438,87,11146,8,5,4,0,1709,1709,Y,1717,0,0,1717,2,0,3,1,7,1,Attached,3,908,169,39,255500
439,87,10367,9,5,2,1015,724,1739,Y,1743,0,0,1743,2,0,3,1,8,1,Attached,3,927,168,45,335000
440,76,9591,8,5,6,1088,625,1713,Y,1713,0,0,1713,2,0,3,1,7,1,Attached,3,856,0,196,274900
441,77,10872,9,5,4,1037,467,1504,Y,1531,0,0,1531,2,0,2,1,6,1,Attached,3,700,184,52,300000
442,102,13514,9,5,2,1142,632,1774,Y,1808,0,0,1808,2,0,3,1,7,1,Attached,3,850,200,26,324000
443,74,8834,9,5,6,1170,292,1462,Y,1462,762,0,2224,2,1,4,1,10,1,Attached,3,738,184,0,350000
444,107,11362,8,5,6,1039,797,1836,Y,1836,0,0,1836,2,0,3,1,7,1,Attached,3,862,125,185,280000
445,85,10655,8,5,7,1603,1603,3206,Y,1629,0,0,1629,2,0,3,1,7,1,Attached,3,880,0,0,284000
446,90,12878,7,5,7,1262,498,1760,Y,1760,0,0,1760,2,0,3,1,8,1,Attached,2,583,165,190,269500
447,79,9541,7,5,1,0,1502,1502,Y,1502,0,0,1502,2,0,3,1,7,0,Attached,2,644,0,114,233170
448,103,13472,10,5,7,56,2336,2392,Y,2392,0,0,2392,2,0,3,1,8,1,Attached,3,968,248,105,386250
449,110,15274,9,5,7,1972,480,2452,Y,2452,0,0,2452,2,0,3,1,10,1,Attached,3,886,0,116,445000
450,96,13262,8,5,7,0,1082,1082,Y,1105,1295,0,2400,3,1,4,1,10,1,Attached,3,730,114,40,290000
451,70,9658,8,5,4,0,1598,1598,Y,1606,0,0,1606,2,0,3,1,6,1,Attached,3,871,230,60,255900
452,47,6904,6,5,5,836,522,1358,Y,1358,0,0,1358,2,0,2,1,6,1,Attached,2,484,192,36,213000
453,34,5381,6,5,5,900,406,1306,Y,1306,0,0,1306,2,0,1,1,5,1,Attached,2,624,170,63,196000
454,34,5122,6,5,5,881,425,1306,Y,1306,0,0,1306,2,0,1,1,5,1,Attached,2,624,170,63,184500
455,80,10307,7,5,3,876,474,1350,Y,1358,0,0,1358,2,0,2,1,6,1,Attached,2,484,192,26,212500
456,34,5001,7,5,3,904,410,1314,Y,1314,0,0,1314,2,0,2,1,6,1,Attached,2,626,172,62,230000
457,100,14836,10,5,6,2146,346,2492,Y,2492,0,0,2492,2,1,2,1,8,1,Attached,3,949,226,235,552000
458,117,15262,8,5,7,1557,643,2200,Y,2200,0,0,2200,2,1,3,1,8,1,Attached,3,685,208,55,382500
459,44,7390,9,5,2,800,1084,1884,Y,1884,0,0,1884,2,0,2,1,6,1,Attached,2,649,231,90,320000
460,48,6472,9,5,2,0,1451,1451,Y,1456,0,0,1456,2,0,2,1,6,1,Attached,2,539,192,42,248500
461,129,16770,8,5,8,1196,516,1712,Y,1712,0,0,1712,2,0,3,1,8,1,Attached,3,701,218,183,286500
